label,material_class,material_subclass,surface,transparency,angle_index,channel,wavelength_nm,ir_laser,valid,core,halo_r50,halo_r10,halo_energy_10_40,speckle,add_r,add_g,add_b,flood,flood_background,saturated_core,gain_factor,ir_core,ir_halo_r50,ir_halo_r10,ir_halo_energy_10_40,ir_speckle,ir_saturated_core,red_green_ratio,red2_green_ratio,fringe_contrast_object,fringe_contrast_background,fringe_contrast_ratio,fringe_albedo_object,fringe_albedo_background,fringe_reliable_fraction,fringe_object_px,sample_id,scan_id
unfinished metal block,metal,,textured,opaque,2,1,635,False,True,36.57,7,17,0.484,0.764,42.4,33.3,34.0,False,,1.0,0.6619,4788.0,4,5,0.216,15.237,0.48,3.325,2.384,22.25,22.02,1.01,219.3,233.6,0.7751,63750,2ec1cbd2-911a-43db-9590-5bb270017b11,66eb27e2-aeca-49c2-ba67-d4dd0be0be40
unfinished metal block,metal,,textured,opaque,2,2,635,False,True,26.22,11,28,0.29,0.566,31.6,23.7,23.3,False,,1.0,0.6353,5107.0,4,4,0.221,38.939,0.45,3.325,2.384,22.25,22.02,1.01,219.3,233.6,0.7751,63750,2ec1cbd2-911a-43db-9590-5bb270017b11,66eb27e2-aeca-49c2-ba67-d4dd0be0be40
unfinished metal block,metal,,textured,opaque,2,3,940,True,True,0.0,60,60,0.0,0.0,-4.0,-9.6,-2.0,False,,0.0,0.6067,6163.0,4,5,0.219,20.931,0.79,3.325,2.384,22.25,22.02,1.01,219.3,233.6,0.7751,63750,2ec1cbd2-911a-43db-9590-5bb270017b11,66eb27e2-aeca-49c2-ba67-d4dd0be0be40
unfinished metal block,metal,,textured,opaque,2,4,530,False,True,11.0,5,5,1.0,0.0,12.8,12.4,7.8,False,,1.0,0.5898,7694.0,4,6,0.166,12.646,0.66,3.325,2.384,22.25,22.02,1.01,219.3,233.6,0.7751,63750,2ec1cbd2-911a-43db-9590-5bb270017b11,66eb27e2-aeca-49c2-ba67-d4dd0be0be40
unfinished metal block,metal,,textured,opaque,1,1,635,False,True,15.95,6,31,0.22,0.573,23.8,12.2,11.8,False,,1.0,0.5705,4957.0,4,7,0.268,20.98,0.83,0.783,1.569,25.77,21.07,1.223,202.9,234.8,0.7819,67022,2ec1cbd2-911a-43db-9590-5bb270017b11,391803f6-082b-466a-aaae-3ba95ac7f332
unfinished metal block,metal,,textured,opaque,1,2,635,False,True,31.94,8,54,0.139,0.478,35.8,29.7,30.3,False,,1.0,0.5705,3994.0,5,5,0.292,45.883,0.76,0.783,1.569,25.77,21.07,1.223,202.9,234.8,0.7819,67022,2ec1cbd2-911a-43db-9590-5bb270017b11,391803f6-082b-466a-aaae-3ba95ac7f332
unfinished metal block,metal,,textured,opaque,1,3,940,True,True,1.57,4,4,0.095,0.0,1.4,-0.3,3.6,False,,0.0,0.5705,5278.0,4,4,0.259,22.918,0.76,0.783,1.569,25.77,21.07,1.223,202.9,234.8,0.7819,67022,2ec1cbd2-911a-43db-9590-5bb270017b11,391803f6-082b-466a-aaae-3ba95ac7f332
unfinished metal block,metal,,textured,opaque,1,4,530,False,True,20.36,5,9,0.211,1.693,15.6,26.4,19.1,False,,1.0,0.5705,2669.0,6,6,0.269,42.769,0.52,0.783,1.569,25.77,21.07,1.223,202.9,234.8,0.7819,67022,2ec1cbd2-911a-43db-9590-5bb270017b11,391803f6-082b-466a-aaae-3ba95ac7f332
black metal piece,metal,ridged metal,textured,opaque,2,1,635,False,True,100.6,4,7,0.483,2.515,159.7,58.4,83.7,False,,0.41,0.9275,2574.0,5,5,0.247,16.142,0.34,0.592,1.088,12.49,18.71,0.667,68.5,229.4,0.7917,22296,23da10e2-8de8-4dc3-a5f3-1af0e08bdf1c,9d6f900d-78a9-4727-be56-720129187996
black metal piece,metal,ridged metal,textured,opaque,2,2,635,False,True,184.86,4,9,0.515,1.429,199.2,166.4,189.0,False,,0.9,0.9275,7476.0,4,5,0.209,23.126,0.86,0.592,1.088,12.49,18.71,0.667,68.5,229.4,0.7917,22296,23da10e2-8de8-4dc3-a5f3-1af0e08bdf1c,9d6f900d-78a9-4727-be56-720129187996
black metal piece,metal,ridged metal,textured,opaque,2,3,940,True,True,4.58,4,4,0.119,0.0,1.9,1.7,10.1,False,,0.0,0.9275,1104.0,5,5,0.207,18.04,0.41,0.592,1.088,12.49,18.71,0.667,68.5,229.4,0.7917,22296,23da10e2-8de8-4dc3-a5f3-1af0e08bdf1c,9d6f900d-78a9-4727-be56-720129187996
black metal piece,metal,ridged metal,textured,opaque,2,4,530,False,True,169.86,4,5,0.628,2.397,152.5,191.6,165.6,False,,0.93,0.9275,6740.0,4,4,0.282,1613.648,0.55,0.592,1.088,12.49,18.71,0.667,68.5,229.4,0.7917,22296,23da10e2-8de8-4dc3-a5f3-1af0e08bdf1c,9d6f900d-78a9-4727-be56-720129187996
black metal piece,metal,ridged metal,textured,opaque,1,1,635,False,True,72.79,4,7,0.446,1.767,167.4,2.3,48.7,False,,0.0,0.9235,1311.0,5,5,0.199,12.748,0.86,4.272,11.717,11.07,18.68,0.593,65.0,229.9,0.783,18706,23da10e2-8de8-4dc3-a5f3-1af0e08bdf1c,e3effe2f-9078-489a-ad0b-367c80f8df52
black metal piece,metal,ridged metal,textured,opaque,1,2,635,False,True,199.66,5,14,0.387,1.003,204.8,188.9,205.3,False,,1.0,0.9235,0.0,60,60,0.0,42.955,0.76,4.272,11.717,11.07,18.68,0.593,65.0,229.9,0.783,18706,23da10e2-8de8-4dc3-a5f3-1af0e08bdf1c,e3effe2f-9078-489a-ad0b-367c80f8df52
black metal piece,metal,ridged metal,textured,opaque,1,3,940,True,True,8.61,10,31,0.155,0.698,10.2,4.2,11.4,False,,0.0,0.9235,5033.0,5,5,0.187,0.0,0.79,4.272,11.717,11.07,18.68,0.593,65.0,229.9,0.783,18706,23da10e2-8de8-4dc3-a5f3-1af0e08bdf1c,e3effe2f-9078-489a-ad0b-367c80f8df52
black metal piece,metal,ridged metal,textured,opaque,1,4,530,False,True,17.04,4,6,0.169,2.096,10.7,30.2,10.3,False,,0.0,0.9235,9397.0,4,4,0.194,0.0,0.55,4.272,11.717,11.07,18.68,0.593,65.0,229.9,0.783,18706,23da10e2-8de8-4dc3-a5f3-1af0e08bdf1c,e3effe2f-9078-489a-ad0b-367c80f8df52
black plastic plate,plastic,,matte,opaque,2,1,635,False,True,123.43,4,6,0.506,2.308,149.0,99.8,121.5,False,,0.69,0.9055,7474.0,4,7,0.25,21.709,0.72,0.849,1.174,16.23,18.36,0.884,96.2,230.8,0.8002,25703,887ab8cb-3d54-461a-b92e-2f6e9c71db82,eb4a87b0-45cf-4c1f-8a5f-3bf69f971217
black plastic plate,plastic,,matte,opaque,2,2,635,False,True,170.69,5,16,0.319,0.928,176.1,163.2,172.7,False,,1.0,0.9055,1299.0,5,5,0.247,0.0,0.62,0.849,1.174,16.23,18.36,0.884,96.2,230.8,0.8002,25703,887ab8cb-3d54-461a-b92e-2f6e9c71db82,eb4a87b0-45cf-4c1f-8a5f-3bf69f971217
black plastic plate,plastic,,matte,opaque,2,3,940,True,True,11.03,4,7,0.172,0.0,10.6,11.5,11.0,False,,0.0,0.9055,5092.0,5,7,0.277,12.228,0.55,0.849,1.174,16.23,18.36,0.884,96.2,230.8,0.8002,25703,887ab8cb-3d54-461a-b92e-2f6e9c71db82,eb4a87b0-45cf-4c1f-8a5f-3bf69f971217
black plastic plate,plastic,,matte,opaque,2,4,530,False,True,145.42,4,5,0.539,2.612,127.2,168.2,140.9,False,,0.93,0.9055,4943.0,4,5,0.188,63.705,0.86,0.849,1.174,16.23,18.36,0.884,96.2,230.8,0.8002,25703,887ab8cb-3d54-461a-b92e-2f6e9c71db82,eb4a87b0-45cf-4c1f-8a5f-3bf69f971217
black plastic plate,plastic,,matte,opaque,1,1,635,False,True,121.03,4,7,0.464,2.332,147.4,94.5,121.2,False,,0.69,0.8954,0.0,60,60,0.0,62.074,0.34,0.806,1.106,16.31,18.45,0.884,95.0,230.8,0.8001,25379,887ab8cb-3d54-461a-b92e-2f6e9c71db82,95ac63c9-ae27-4e6e-b360-49edf5b727ac
black plastic plate,plastic,,matte,opaque,1,2,635,False,True,166.01,5,15,0.34,1.025,172.5,159.6,166.0,False,,1.0,0.8954,2510.0,5,5,0.199,57.407,0.52,0.806,1.106,16.31,18.45,0.884,95.0,230.8,0.8001,25379,887ab8cb-3d54-461a-b92e-2f6e9c71db82,95ac63c9-ae27-4e6e-b360-49edf5b727ac
black plastic plate,plastic,,matte,opaque,1,3,940,True,True,23.26,5,7,0.26,2.435,26.2,25.4,18.2,False,,0.0,0.8954,5272.0,5,5,0.242,22.231,0.86,0.806,1.106,16.31,18.45,0.884,95.0,230.8,0.8001,25379,887ab8cb-3d54-461a-b92e-2f6e9c71db82,95ac63c9-ae27-4e6e-b360-49edf5b727ac
black plastic plate,plastic,,matte,opaque,1,4,530,False,True,150.08,4,5,0.565,2.411,138.5,165.9,145.8,False,,0.97,0.8954,1262.0,4,4,0.17,46.149,0.59,0.806,1.106,16.31,18.45,0.884,95.0,230.8,0.8001,25379,887ab8cb-3d54-461a-b92e-2f6e9c71db82,95ac63c9-ae27-4e6e-b360-49edf5b727ac
green laser glasses,plastic,green plastic lens,glossy,translucent,2,1,635,False,True,26.11,4,6,0.209,2.234,71.6,-4.9,11.6,False,,0.0,0.7927,5016.0,5,5,0.178,0.0,0.66,0.279,1.108,16.57,19.78,0.838,186.4,228.9,0.6892,2326,c636a7cf-73b9-4d55-bf6f-4c7221ded2d4,66bb44b5-d227-4538-aaa0-1e25cb7b1a6d
green laser glasses,plastic,green plastic lens,glossy,translucent,2,2,635,False,True,103.71,4,6,0.353,2.589,136.7,71.6,102.8,False,,0.52,0.8021,5164.0,4,5,0.229,19.847,0.66,0.279,1.108,16.57,19.78,0.838,186.4,228.9,0.6892,2326,c636a7cf-73b9-4d55-bf6f-4c7221ded2d4,66bb44b5-d227-4538-aaa0-1e25cb7b1a6d
green laser glasses,plastic,green plastic lens,glossy,translucent,2,3,940,True,True,9.76,60,60,0.068,0.23,10.7,9.2,9.4,False,,0.0,0.8186,5223.0,4,4,0.171,14.168,0.66,0.279,1.108,16.57,19.78,0.838,186.4,228.9,0.6892,2326,c636a7cf-73b9-4d55-bf6f-4c7221ded2d4,66bb44b5-d227-4538-aaa0-1e25cb7b1a6d
green laser glasses,plastic,green plastic lens,glossy,translucent,2,4,530,False,True,93.58,4,5,0.195,2.78,61.4,160.0,59.4,False,,0.48,0.8354,4980.0,4,6,0.244,13.072,0.34,0.279,1.108,16.57,19.78,0.838,186.4,228.9,0.6892,2326,c636a7cf-73b9-4d55-bf6f-4c7221ded2d4,66bb44b5-d227-4538-aaa0-1e25cb7b1a6d
green laser glasses,plastic,green plastic lens,glossy,translucent,1,1,635,False,True,81.37,4,6,0.508,2.364,104.5,59.7,79.9,False,,0.55,0.533,5276.0,4,4,0.176,35.436,0.28,0.946,1.313,22.0,24.23,0.908,184.4,232.0,0.716,3090,c636a7cf-73b9-4d55-bf6f-4c7221ded2d4,1d454012-257c-4002-89d3-65c04acf2a8a
green laser glasses,plastic,green plastic lens,glossy,translucent,1,2,635,False,True,112.95,4,9,0.482,1.534,119.3,103.4,116.2,False,,0.9,0.533,5309.0,4,5,0.23,23.691,0.66,0.946,1.313,22.0,24.23,0.908,184.4,232.0,0.716,3090,c636a7cf-73b9-4d55-bf6f-4c7221ded2d4,1d454012-257c-4002-89d3-65c04acf2a8a
green laser glasses,plastic,green plastic lens,glossy,translucent,1,3,940,True,True,5.23,4,4,0.11,0.0,4.8,8.5,2.4,False,,0.0,0.533,0.0,60,60,0.0,36.683,0.21,0.946,1.313,22.0,24.23,0.908,184.4,232.0,0.716,3090,c636a7cf-73b9-4d55-bf6f-4c7221ded2d4,1d454012-257c-4002-89d3-65c04acf2a8a
green laser glasses,plastic,green plastic lens,glossy,translucent,1,4,530,False,True,86.0,4,5,0.549,2.873,66.4,109.9,81.7,False,,0.83,0.533,10064.0,4,5,0.213,12.787,0.66,0.946,1.313,22.0,24.23,0.908,184.4,232.0,0.716,3090,c636a7cf-73b9-4d55-bf6f-4c7221ded2d4,1d454012-257c-4002-89d3-65c04acf2a8a
yellow plastic mold,plastic,,textured,opaque,2,1,635,False,True,39.22,6,19,0.33,0.78,15.5,5.9,96.3,False,,1.0,0.564,2627.0,5,5,0.326,21.004,0.66,1.057,1.108,12.17,22.19,0.548,230.2,233.3,0.7997,74950,5feb01e8-dcdf-4935-840f-758416289af1,c5b1fe8b-a0ea-4fe1-8fe1-1dc663086df8
yellow plastic mold,plastic,,textured,opaque,2,2,635,False,True,41.1,16,44,0.189,0.262,15.5,5.2,102.7,False,,1.0,0.564,5913.0,6,6,0.292,18.807,0.72,1.057,1.108,12.17,22.19,0.548,230.2,233.3,0.7997,74950,5feb01e8-dcdf-4935-840f-758416289af1,c5b1fe8b-a0ea-4fe1-8fe1-1dc663086df8
yellow plastic mold,plastic,,textured,opaque,2,3,940,True,True,5.45,6,15,0.166,1.07,1.4,-2.8,17.8,False,,0.0,0.5617,4709.0,4,7,0.254,20.267,0.69,1.057,1.108,12.17,22.19,0.548,230.2,233.3,0.7997,74950,5feb01e8-dcdf-4935-840f-758416289af1,c5b1fe8b-a0ea-4fe1-8fe1-1dc663086df8
yellow plastic mold,plastic,,textured,opaque,2,4,530,False,True,37.1,7,9,0.75,1.542,10.6,5.1,95.6,False,,1.0,0.5595,7218.0,5,6,0.232,8.172,0.69,1.057,1.108,12.17,22.19,0.548,230.2,233.3,0.7997,74950,5feb01e8-dcdf-4935-840f-758416289af1,c5b1fe8b-a0ea-4fe1-8fe1-1dc663086df8
yellow plastic mold,plastic,,textured,opaque,1,1,635,False,True,38.15,6,20,0.308,0.704,17.4,8.9,88.2,False,,1.0,0.5675,3725.0,6,6,0.234,9.955,0.55,0.87,1.012,12.22,22.64,0.54,229.9,232.1,0.7973,73758,5feb01e8-dcdf-4935-840f-758416289af1,487a6b1a-70e2-4437-bba1-52fbd3907eaa
yellow plastic mold,plastic,,textured,opaque,1,2,635,False,True,44.4,18,60,0.164,0.192,21.6,12.0,99.6,False,,1.0,0.581,1151.0,5,5,0.263,12.252,0.72,0.87,1.012,12.22,22.64,0.54,229.9,232.1,0.7973,73758,5feb01e8-dcdf-4935-840f-758416289af1,487a6b1a-70e2-4437-bba1-52fbd3907eaa
yellow plastic mold,plastic,,textured,opaque,1,3,940,True,True,8.05,6,60,0.078,0.663,7.5,6.5,10.2,False,,0.0,0.581,5929.0,4,4,0.278,13.126,0.72,0.87,1.012,12.22,22.64,0.54,229.9,232.1,0.7973,73758,5feb01e8-dcdf-4935-840f-758416289af1,487a6b1a-70e2-4437-bba1-52fbd3907eaa
yellow plastic mold,plastic,,textured,opaque,1,4,530,False,True,43.87,7,10,0.341,1.192,16.7,11.7,103.2,False,,1.0,0.581,7488.0,4,4,0.238,15.594,0.79,0.87,1.012,12.22,22.64,0.54,229.9,232.1,0.7973,73758,5feb01e8-dcdf-4935-840f-758416289af1,487a6b1a-70e2-4437-bba1-52fbd3907eaa
soft-touch plastic circle,plastic,"possibly: silicone, polyurethane coating, or Thermoplastic Elastomer",matte,opaque,2,1,635,False,True,37.38,4,11,0.395,1.209,41.1,34.2,36.8,False,,1.0,0.582,6454.0,4,4,0.232,20.976,0.59,1.012,1.007,24.33,22.4,1.086,214.9,233.0,0.8001,22471,90921398-d81f-4e99-a990-c37f778043e3,88c10310-2a10-4d2d-b4cb-b8c9890a96bf
soft-touch plastic circle,plastic,"possibly: silicone, polyurethane coating, or Thermoplastic Elastomer",matte,opaque,2,2,635,False,True,37.2,7,47,0.144,0.492,40.7,34.9,36.0,False,,1.0,0.5867,3987.0,5,5,0.207,21.872,0.31,1.012,1.007,24.33,22.4,1.086,214.9,233.0,0.8001,22471,90921398-d81f-4e99-a990-c37f778043e3,88c10310-2a10-4d2d-b4cb-b8c9890a96bf
soft-touch plastic circle,plastic,"possibly: silicone, polyurethane coating, or Thermoplastic Elastomer",matte,opaque,2,3,940,True,True,5.08,7,17,0.175,1.313,6.2,4.3,4.7,False,,0.0,0.5844,6430.0,5,5,0.194,27.4,0.55,1.012,1.007,24.33,22.4,1.086,214.9,233.0,0.8001,22471,90921398-d81f-4e99-a990-c37f778043e3,88c10310-2a10-4d2d-b4cb-b8c9890a96bf
soft-touch plastic circle,plastic,"possibly: silicone, polyurethane coating, or Thermoplastic Elastomer",matte,opaque,2,4,530,False,True,36.95,6,11,0.414,1.14,38.1,38.7,34.0,False,,1.0,0.5844,8974.0,4,4,0.227,27.488,0.59,1.012,1.007,24.33,22.4,1.086,214.9,233.0,0.8001,22471,90921398-d81f-4e99-a990-c37f778043e3,88c10310-2a10-4d2d-b4cb-b8c9890a96bf
soft-touch plastic circle,plastic,"possibly: silicone, polyurethane coating, or Thermoplastic Elastomer",matte,opaque,1,1,635,False,True,35.68,5,11,0.403,1.128,39.4,32.4,35.3,False,,1.0,0.5882,2722.0,4,5,0.253,18.911,0.41,1.056,1.089,24.43,22.45,1.088,215.2,233.1,0.8002,23340,90921398-d81f-4e99-a990-c37f778043e3,e8062997-7e0d-4749-9769-ff72ad58d6b9
soft-touch plastic circle,plastic,"possibly: silicone, polyurethane coating, or Thermoplastic Elastomer",matte,opaque,1,2,635,False,True,36.81,8,46,0.149,0.488,39.7,34.3,36.4,False,,1.0,0.5882,3756.0,4,5,0.225,234.891,0.38,1.056,1.089,24.43,22.45,1.088,215.2,233.1,0.8002,23340,90921398-d81f-4e99-a990-c37f778043e3,e8062997-7e0d-4749-9769-ff72ad58d6b9
soft-touch plastic circle,plastic,"possibly: silicone, polyurethane coating, or Thermoplastic Elastomer",matte,opaque,1,3,940,True,True,4.34,4,5,0.112,0.0,6.4,1.9,4.6,False,,0.0,0.5882,1319.0,5,5,0.386,13.07,0.66,1.056,1.089,24.43,22.45,1.088,215.2,233.1,0.8002,23340,90921398-d81f-4e99-a990-c37f778043e3,e8062997-7e0d-4749-9769-ff72ad58d6b9
soft-touch plastic circle,plastic,"possibly: silicone, polyurethane coating, or Thermoplastic Elastomer",matte,opaque,1,4,530,False,True,33.8,6,10,0.459,1.176,35.1,35.1,31.3,False,,1.0,0.5882,2704.0,5,6,0.42,8.66,0.66,1.056,1.089,24.43,22.45,1.088,215.2,233.1,0.8002,23340,90921398-d81f-4e99-a990-c37f778043e3,e8062997-7e0d-4749-9769-ff72ad58d6b9
white airpods case,plastic,,glossy,opaque,2,1,635,False,True,25.97,6,17,0.323,0.919,32.3,23.8,21.8,False,,1.0,0.9781,2599.0,5,5,0.249,21.074,0.55,1.166,1.166,15.12,17.99,0.841,228.5,228.4,0.801,14937,5cdec6eb-7f47-4d65-a4cb-de1e36d57085,ff5b4387-7dd7-43c4-8c74-b2e5a39c9db6
white airpods case,plastic,,glossy,opaque,2,2,635,False,True,25.96,12,39,0.19,0.447,31.8,25.2,20.9,False,,1.0,0.9781,8932.0,4,5,0.199,69.353,0.72,1.166,1.166,15.12,17.99,0.841,228.5,228.4,0.801,14937,5cdec6eb-7f47-4d65-a4cb-de1e36d57085,ff5b4387-7dd7-43c4-8c74-b2e5a39c9db6
white airpods case,plastic,,glossy,opaque,2,3,940,True,True,4.26,4,5,0.119,0.0,0.3,-1.4,13.9,False,,0.0,0.9781,5254.0,4,6,0.263,30.959,0.59,1.166,1.166,15.12,17.99,0.841,228.5,228.4,0.801,14937,5cdec6eb-7f47-4d65-a4cb-de1e36d57085,ff5b4387-7dd7-43c4-8c74-b2e5a39c9db6
white airpods case,plastic,,glossy,opaque,2,4,530,False,True,22.27,8,14,0.475,0.901,22.9,26.5,17.4,False,,1.0,0.9781,4598.0,5,5,0.245,14.261,0.52,1.166,1.166,15.12,17.99,0.841,228.5,228.4,0.801,14937,5cdec6eb-7f47-4d65-a4cb-de1e36d57085,ff5b4387-7dd7-43c4-8c74-b2e5a39c9db6
white airpods case,plastic,,glossy,opaque,1,1,635,False,True,25.8,6,44,0.191,0.581,31.2,24.0,22.3,False,,1.0,0.9434,7813.0,4,5,0.24,44.84,0.52,0.807,0.983,14.95,17.91,0.835,229.7,229.0,0.8009,13418,5cdec6eb-7f47-4d65-a4cb-de1e36d57085,9b65aa9b-cada-418f-9dfa-74daf5b59607
white airpods case,plastic,,glossy,opaque,1,2,635,False,True,31.44,20,60,0.12,0.272,37.3,30.1,27.0,False,,1.0,0.9587,7852.0,5,5,0.225,24.104,0.76,0.807,0.983,14.95,17.91,0.835,229.7,229.0,0.8009,13418,5cdec6eb-7f47-4d65-a4cb-de1e36d57085,9b65aa9b-cada-418f-9dfa-74daf5b59607
white airpods case,plastic,,glossy,opaque,1,3,940,True,True,11.28,60,60,0.069,0.179,12.5,10.6,10.8,False,,0.0,0.9703,7551.0,4,4,0.21,27.468,0.45,0.807,0.983,14.95,17.91,0.835,229.7,229.0,0.8009,13418,5cdec6eb-7f47-4d65-a4cb-de1e36d57085,9b65aa9b-cada-418f-9dfa-74daf5b59607
white airpods case,plastic,,glossy,opaque,1,4,530,False,True,31.99,10,60,0.116,0.342,29.0,38.7,28.3,False,,1.0,0.982,11602.0,4,5,0.306,13.236,0.52,0.807,0.983,14.95,17.91,0.835,229.7,229.0,0.8009,13418,5cdec6eb-7f47-4d65-a4cb-de1e36d57085,9b65aa9b-cada-418f-9dfa-74daf5b59607
plastic circular container,plastic,,mixed,translucent,2,1,635,False,True,26.82,6,22,0.264,0.608,31.7,23.0,25.7,False,,1.0,0.6907,7731.0,4,4,0.213,37.382,0.66,0.797,0.816,13.0,18.52,0.702,223.2,229.3,0.7848,11462,4ee442bb-f8bc-4449-ad89-2ce86371ab73,e92fd5c1-69df-4d9e-bcb9-8c7f9d7ad9e3
plastic circular container,plastic,,mixed,translucent,2,2,635,False,True,27.47,16,60,0.127,0.33,30.7,26.6,25.2,False,,1.0,0.6879,8973.0,4,4,0.253,13.005,0.69,0.797,0.816,13.0,18.52,0.702,223.2,229.3,0.7848,11462,4ee442bb-f8bc-4449-ad89-2ce86371ab73,e92fd5c1-69df-4d9e-bcb9-8c7f9d7ad9e3
plastic circular container,plastic,,mixed,translucent,2,3,940,True,True,2.51,4,4,0.084,0.0,0.5,3.6,3.4,False,,0.0,0.6934,6617.0,4,4,0.301,29.181,0.69,0.797,0.816,13.0,18.52,0.702,223.2,229.3,0.7848,11462,4ee442bb-f8bc-4449-ad89-2ce86371ab73,e92fd5c1-69df-4d9e-bcb9-8c7f9d7ad9e3
plastic circular container,plastic,,mixed,translucent,2,4,530,False,True,33.66,9,60,0.155,0.44,35.8,35.5,29.7,False,,1.0,0.7191,6539.0,4,4,0.228,25.035,0.62,0.797,0.816,13.0,18.52,0.702,223.2,229.3,0.7848,11462,4ee442bb-f8bc-4449-ad89-2ce86371ab73,e92fd5c1-69df-4d9e-bcb9-8c7f9d7ad9e3
plastic circular container,plastic,,mixed,translucent,1,1,635,False,True,29.28,7,42,0.18,0.47,33.9,27.4,26.5,False,,1.0,0.6794,3931.0,4,5,0.154,149.547,0.66,0.498,0.595,11.19,17.24,0.649,221.0,228.6,0.783,9184,4ee442bb-f8bc-4449-ad89-2ce86371ab73,1065c588-8541-49cf-aa92-716d471dbd72
plastic circular container,plastic,,mixed,translucent,1,2,635,False,True,35.01,24,60,0.106,0.204,38.4,34.5,32.1,False,,1.0,0.7001,2553.0,5,5,0.308,7.782,0.76,0.498,0.595,11.19,17.24,0.649,221.0,228.6,0.783,9184,4ee442bb-f8bc-4449-ad89-2ce86371ab73,1065c588-8541-49cf-aa92-716d471dbd72
plastic circular container,plastic,,mixed,translucent,1,3,940,True,True,17.5,,,,0.085,18.8,16.9,16.8,True,14.02,0.0,0.7417,5142.0,4,4,0.193,0.0,0.55,0.498,0.595,11.19,17.24,0.649,221.0,228.6,0.783,9184,4ee442bb-f8bc-4449-ad89-2ce86371ab73,1065c588-8541-49cf-aa92-716d471dbd72
plastic circular container,plastic,,mixed,translucent,1,4,530,False,True,58.82,,,,0.203,59.9,60.7,55.9,True,25.75,1.0,0.798,5979.0,4,4,0.202,0.0,0.79,0.498,0.595,11.19,17.24,0.649,221.0,228.6,0.783,9184,4ee442bb-f8bc-4449-ad89-2ce86371ab73,1065c588-8541-49cf-aa92-716d471dbd72
clear plastic case,plastic,,glossy,transparent,2,1,635,False,True,42.34,4,9,0.181,1.789,62.8,24.7,39.5,False,,0.55,0.6768,6460.0,4,5,0.319,10.626,0.69,0.923,2.26,10.14,21.11,0.48,221.3,232.1,0.795,9022,44e1a2c8-ec4b-493e-a1c3-5e66830343a8,161f658f-cdd5-4731-95f3-b817dcff41ef
clear plastic case,plastic,,glossy,transparent,2,2,635,False,True,103.63,4,20,0.135,1.119,109.0,97.4,104.5,False,,0.97,0.6768,5052.0,4,4,0.265,19.919,0.55,0.923,2.26,10.14,21.11,0.48,221.3,232.1,0.795,9022,44e1a2c8-ec4b-493e-a1c3-5e66830343a8,161f658f-cdd5-4731-95f3-b817dcff41ef
clear plastic case,plastic,,glossy,transparent,2,3,940,True,True,2.9,4,4,0.23,0.0,4.8,1.8,2.0,False,,0.0,0.6768,3846.0,5,5,0.331,19.603,0.66,0.923,2.26,10.14,21.11,0.48,221.3,232.1,0.795,9022,44e1a2c8-ec4b-493e-a1c3-5e66830343a8,161f658f-cdd5-4731-95f3-b817dcff41ef
clear plastic case,plastic,,glossy,transparent,2,4,530,False,True,45.86,4,5,0.254,3.04,41.8,53.0,42.7,False,,0.79,0.6768,3665.0,4,5,0.243,10.066,0.79,0.923,2.26,10.14,21.11,0.48,221.3,232.1,0.795,9022,44e1a2c8-ec4b-493e-a1c3-5e66830343a8,161f658f-cdd5-4731-95f3-b817dcff41ef
clear plastic case,plastic,,glossy,transparent,1,1,635,False,True,37.23,5,24,0.228,0.587,50.7,25.1,36.0,False,,0.97,0.6985,1230.0,5,5,0.241,43.653,0.41,0.611,1.777,10.73,20.98,0.512,220.3,231.4,0.7987,7325,44e1a2c8-ec4b-493e-a1c3-5e66830343a8,ff5d3edb-3513-4906-acae-98caf88b40dd
clear plastic case,plastic,,glossy,transparent,1,2,635,False,True,108.33,5,34,0.187,0.718,112.9,103.4,108.7,False,,1.0,0.6985,3790.0,4,5,0.24,0.0,0.41,0.611,1.777,10.73,20.98,0.512,220.3,231.4,0.7987,7325,44e1a2c8-ec4b-493e-a1c3-5e66830343a8,ff5d3edb-3513-4906-acae-98caf88b40dd
clear plastic case,plastic,,glossy,transparent,1,3,940,True,True,5.58,4,5,0.134,0.0,9.2,4.1,3.5,False,,0.0,0.6985,2388.0,4,5,0.243,29.118,0.41,0.611,1.777,10.73,20.98,0.512,220.3,231.4,0.7987,7325,44e1a2c8-ec4b-493e-a1c3-5e66830343a8,ff5d3edb-3513-4906-acae-98caf88b40dd
clear plastic case,plastic,,glossy,transparent,1,4,530,False,True,60.96,5,17,0.366,0.879,61.1,63.6,58.2,False,,1.0,0.6985,5023.0,4,6,0.237,29.299,0.38,0.611,1.777,10.73,20.98,0.512,220.3,231.4,0.7987,7325,44e1a2c8-ec4b-493e-a1c3-5e66830343a8,ff5d3edb-3513-4906-acae-98caf88b40dd
cardboard box,cardboard,,matte,opaque,2,1,635,False,True,77.84,4,9,0.514,1.719,66.5,66.5,100.6,False,,0.97,0.7453,3784.0,5,5,0.273,15.436,0.55,0.848,0.894,19.51,17.36,1.124,162.6,231.4,0.7706,40272,5ab9cdb6-f7d8-4d30-b04c-7faef15f61f4,049b73bd-c7bd-47f5-88b2-97c5fb504584
